ROUTENAME,Place,Place_KR,Latitude,Longitude
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Woljeongsa Temple, Woljeongsa Temple,37.7289253,128.5963472
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Sangwonsa Temple, Sangwonsa Temple,37.3059093,128.0541441
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Hongcheon Ginkgo Forest, Hongcheon Ginkgo Forest,37.830824,128.4689196
Jeju island guided tour for 9 hours with a van,Sangumburi Crater,Sangumburi Crater,33.4359506,126.6761025
Jeju island guided tour for 9 hours with a van, Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Jeju island guided tour for 9 hours with a van, Woljeongri Beach, Woljeongri Beach,,
Jeju island guided tour for 9 hours with a van, Manjanggul Cave, Manjanggul Cave,33.5492089,126.7770029
Jeju island guided tour for 9 hours with a van, Jeongbang Waterfall, Jeongbang Waterfall,33.2448578,126.5715451
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach},Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, DMZ, DMZ,50.05126,-110.766697
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Insadong, Insadong,51.0615072,-113.9808664
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668091517912
History and Culture Tour,Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
History and Culture Tour, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
History and Culture Tour, Insadong, Insadong,51.0615072,-113.9808664
History and Culture Tour, Kwangjang Market, Kwangjang Market,,
History and Culture Tour, N Seoul Tower, N Seoul Tower,37.55127,126.9882805
History and Culture Tour, Myeongdong Shopping Street, Myeongdong Shopping Street,,
Private Guided Hiking Tour along Inwangsan Mountain,Inwangsan Mountain,Inwangsan Mountain,,
Private Guided Hiking Tour along Inwangsan Mountain, Tongin Market, Tongin Market,37.580755249999996,126.96999630272558
"Essence of Seoul, Full Day City tour",Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
"Essence of Seoul, Full Day City tour", National Folk Museum of Korea, National Folk Museum of Korea,37.58083425,126.97904308812812
"Essence of Seoul, Full Day City tour", Insadong, Insadong,51.0615072,-113.9808664
"Essence of Seoul, Full Day City tour", Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
"Essence of Seoul, Full Day City tour", Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
"Essence of Seoul, Full Day City tour", N Seoul Tower, N Seoul Tower,37.55127,126.9882805
"Essence of Seoul, Full Day City tour", Namdaemun Market, Namdaemun Market,37.55927765,126.97726604119931
Full Day Tour Best Spots in East Busan,Haedong Yonggungsa,Haedong Yonggungsa,35.18843345,129.22297635991998
Full Day Tour Best Spots in East Busan, Ahopsan Forest, Ahopsan Forest,,
Full Day Tour Best Spots in East Busan, Gijang Market, Gijang Market,35.239982,129.212352
Full Day Tour Best Spots in East Busan, Jukseong Dream Cathedral, Jukseong Dream Cathedral,,
Full Day Tour Best Spots in East Busan, Busan Gamcheon Culture Village, Busan Gamcheon Culture Village,35.0930475,129.0101532
Full Day Tour Best Spots in East Busan, The Bay 101 Yacht Club, The Bay 101 Yacht Club,-28.7913952,32.0829878
Modern and Contemporary of Seoul tour,Seoul Museum of History,Seoul Museum of History,37.5704784,126.97052569204992
Modern and Contemporary of Seoul tour, Seoul Battleship Park, Seoul Battleship Park,37.5534931,126.89718288076192
Modern and Contemporary of Seoul tour, Mapo Oil Tank Culture Park, Mapo Oil Tank Culture Park,,
All in One Full day Tour 3(Gyeongbok Palace-N Seoul Tower-Gwang Jang Market),Cosmo. Jin Tour - Day Tours,Cosmo. Jin Tour - Day Tours,,
Private DMZ tour,DMZ,DMZ,50.05126,-110.766697
Private DMZ tour, Odusan Unification Tower, Odusan Unification Tower,37.7730931,126.67700974378
 West Jeju Full Day Tour Package By Taxi,Hallim Park,Hallim Park,33.38929245,126.24028630285815
 West Jeju Full Day Tour Package By Taxi, O’sulloc Tea Museum, O’sulloc Tea Museum,,
 West Jeju Full Day Tour Package By Taxi, Yongmeori Coast, Yongmeori Coast,,
 West Jeju Full Day Tour Package By Taxi, Sanbangsan Mountain, Sanbangsan Mountain,,
 West Jeju Full Day Tour Package By Taxi, Cheonjiyeon Falls, Cheonjiyeon Falls,33.2445081,126.5620261
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ,Manjanggul Cave,Manjanggul Cave,33.5492089,126.7770029
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Haenyeo Museum, Haenyeo Museum,33.52358185,126.8634154031384
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Gwangchigi Beach, Gwangchigi Beach,,
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Hallasan National Park, Hallasan National Park,33.37618425,126.54248499312675
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Seongeup Folk Village, Seongeup Folk Village,33.3868315,126.800032
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, 칠돈가 성산점, 칠돈가 성산점,,
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Jejudo, Jejudo,33.3939924,126.5626653
[DMZ Private Full day Tour] & The War Memorial include Lunch,Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,37.89154365,126.74281252151496
[DMZ Private Full day Tour] & The War Memorial include Lunch, The Third Tunnel, The Third Tunnel,,
[DMZ Private Full day Tour] & The War Memorial include Lunch, Dorasan Station, Dorasan Station,37.8983887,126.7091637
[DMZ Private Full day Tour] & The War Memorial include Lunch, Dora Observatory, Dora Observatory,,
[DMZ Private Full day Tour] & The War Memorial include Lunch, The War Memorial of Korea, The War Memorial of Korea,37.5359715,126.97729162648763
"Seoul Private Tours by Locals: 100% Personalized, See the City Unscripted",Bukchon Hanok Village,Bukchon Hanok Village,37.5823919,126.9858648
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour,Seoul Station / City Hall,Seoul Station / City Hall,37.5633295,126.9747869
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Hwaseong Haenggung Palace, Hwaseong Haenggung Palace,37.2818419,127.0137108
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Janganmun Gate, Janganmun Gate,37.288831849999994,127.01421862304804
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Banghwasuryujeong Pavilion (Dongbukgakru), Banghwasuryujeong Pavilion (Dongbukgakru),,
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village,Hwaseong,Hwaseong,37.1994653,126.8312632
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village, Hwaseong Haenggung Palace, Hwaseong Haenggung Palace,37.2818419,127.0137108
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village, Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van),Manjanggul Cave,Manjanggul Cave,33.5492089,126.7770029
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Woljeongri Beach, Woljeongri Beach,,
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seopjikoji, Seopjikoji,33.4240857,126.9306299
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Sangumburi Crater, Sangumburi Crater,33.4359506,126.6761025
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seongeup Folk Village, Seongeup Folk Village,33.3868315,126.800032
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Gwangchigi Beach, Gwangchigi Beach,,
Jisan Ski Resort + Everland One Day Tour ,Seoul,Seoul,37.5666791,126.9782914
Jisan Ski Resort + Everland One Day Tour , Jisan Forest Resort, Jisan Forest Resort,,
Jisan Ski Resort + Everland One Day Tour , Gyeonggi-do, Gyeonggi-do,37.2884675,127.0535231
Jisan Ski Resort + Everland One Day Tour , Everland, Everland,51.49872,4.44772
Jisan Ski Resort + Everland One Day Tour , Gyeonggi-do, Gyeonggi-do,37.2884675,127.0535231
Jeju Island Taxi Tour - West Day Tour,Jeju Travel Lucas,Jeju Travel Lucas,,
Jeju Island Taxi Tour - West Day Tour, Hallim Park, Hallim Park,33.38929245,126.24028630285815
Jeju Island Taxi Tour - West Day Tour, O’sulloc Tea Museum, O’sulloc Tea Museum,,
Jeju Island Taxi Tour - West Day Tour, Yongmeori Coast, Yongmeori Coast,,
Jeju Island Taxi Tour - West Day Tour, Sanbangsan Mountain, Sanbangsan Mountain,,
Jeju Island Taxi Tour - West Day Tour, Cheonjeyeon Falls, Cheonjeyeon Falls,33.251500899999996,126.41509521026373
Jeju Island Taxi Tour - West Day Tour, Aewol Cafe Street, Aewol Cafe Street,,
Jeju Island Taxi Tour - West Day Tour, Camellia Hill, Camellia Hill,34.8934204,128.6881835430066
Jeju Island Taxi Tour - West Day Tour, Isidore Farm, Isidore Farm,15.1230481,120.6313223
Jeju Island Taxi Tour - West Day Tour, ARTE MUSEUM JEJU, ARTE MUSEUM JEJU,33.396609749999996,126.34488990294102
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour",Namsan Park,Namsan Park,36.76791565,126.98719218462185
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour", Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour", Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
Gyeongbok Palace and Korean Folk Village Tour,Seoul,Seoul,37.5666791,126.9782914
Gyeongbok Palace and Korean Folk Village Tour, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668091517912
Gyeongbok Palace and Korean Folk Village Tour, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Gyeongbok Palace and Korean Folk Village Tour, Seoul, Seoul,37.5666791,126.9782914
Gyeongbok Palace and Korean Folk Village Tour, Seoul, Seoul,37.5666791,126.9782914
Gyeongbok Palace and Korean Folk Village Tour, Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
"Private Tour Guide Seoul with a Local: Kickstart your Trip, Personalized",Subway,Subway,60.3801308,24.7537054
Private Bukhansan Hiking Tour (More Members Less Cost per Person),Bukhansan National Park,Bukhansan National Park,37.6675926,126.98143891697367
Private Bukhansan Hiking Tour (More Members Less Cost per Person), Doseonsa Temple, Doseonsa Temple,35.1959722,126.9359528
Beomeosa Temple and Hongbeopsa Temple Tour and local market tour,Beomeosa Temple,Beomeosa Temple,35.2819879,129.0711104
Beomeosa Temple and Hongbeopsa Temple Tour and local market tour, Hongbeopsa, Hongbeopsa,37.1709784,126.7286172
[Private Tour] Nami Island & Snow Viewing and Snow sled (More Members Less Cost),Nami Island,Nami Island,7.2838602,171.6425421
[Private Tour] Nami Island & Snow Viewing and Snow sled (More Members Less Cost), Elysian Gangchon, Elysian Gangchon,,
MBC Dae Jang Geum Park and Palace in Hanbok Tour,Yongin Daejanggeum Park,Yongin Daejanggeum Park,,
MBC Dae Jang Geum Park and Palace in Hanbok Tour, Changdeokgung Palace, Changdeokgung Palace,37.58238725,126.99170133955116
"Easy private tour to Nami Island, Garden of Morning Calm ",Nami Island,Nami Island,7.2838602,171.6425421
"Easy private tour to Nami Island, Garden of Morning Calm ", The Garden of Morning Calm, The Garden of Morning Calm,37.741367600000004,127.35204510362773
Full Day Tour in Jeju Island,Hamdeok Beach,Hamdeok Beach,33.5431881,126.66987935716756
Full Day Tour in Jeju Island, Manjanggul Cave, Manjanggul Cave,33.5492089,126.7770029
Full Day Tour in Jeju Island, Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Full Day Tour in Jeju Island, Seopjikoji-ro, Seopjikoji-ro,33.4346804,126.9243139
Full Day Tour in Jeju Island, Seongeup Folk Village, Seongeup Folk Village,33.3868315,126.800032
Full Day Tour in Jeju Island, Haenyeo Museum, Haenyeo Museum,33.52358185,126.8634154031384
Ice Fishing Tour - Hwacheon Sancheoneo Ice Festival Day Trip from Seoul,Hwacheon Sancheoneo Ice Festival,Hwacheon Sancheoneo Ice Festival,,
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van),Manjanggul Cave,Manjanggul Cave,33.5492089,126.7770029
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Woljeongri Beach, Woljeongri Beach,,
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Seongeup Folk Village, Seongeup Folk Village,33.3868315,126.800032
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Jeongbang Waterfall, Jeongbang Waterfall,33.2448578,126.5715451
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Oedolgae, Oedolgae,33.2478287,126.5529744
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Dongmun Market, Dongmun Market,33.512268899999995,126.52762979281817
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Segowipo Maeil Olle Market, Segowipo Maeil Olle Market,,
Busan Private Tour with Korean Speaking Driver ,Busan,Busan,35.1799528,129.0752365
One Day Private Busan Tour with Local Tour Guide,Beomeosa Temple,Beomeosa Temple,35.2819879,129.0711104
One Day Private Busan Tour with Local Tour Guide, Haeundae Beach, Haeundae Beach,35.1575188,129.15690294764102
One Day Private Busan Tour with Local Tour Guide, Busan Gamcheon Culture Village, Busan Gamcheon Culture Village,35.0930475,129.0101532
One Day Private Busan Tour with Local Tour Guide, Songdo Beach, Songdo Beach,35.07548865,129.01724253464806
One Day Private Busan Tour with Local Tour Guide, Gukje Market, Gukje Market,35.1002443,129.0282442
One Day Private Busan Tour with Local Tour Guide, Jagalchi Market, Jagalchi Market,35.09662755,129.0306884930863
"Seoul Night Tour: Sevit Some, Fountain, and Palace",Deoksugung,Deoksugung,37.5661353,126.97497330895742
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Cheonggyecheon Stream, Cheonggyecheon Stream,37.5683708,126.9930783
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Gwanghwamun Gate, Gwanghwamun Gate,37.5759183,126.9768292702487
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Seoullo 7017, Seoullo 7017,37.5568603,126.9692935
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Banpodaegyo Bridge, Banpodaegyo Bridge,37.5155436,126.99594237824942
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO,Oedolgae,Oedolgae,33.2478287,126.5529744
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Cheonjiyeon Falls, Cheonjiyeon Falls,33.2445081,126.5620261
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Jeongbang Waterfall, Jeongbang Waterfall,33.2448578,126.5715451
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Manjanggul Cave, Manjanggul Cave,33.5492089,126.7770029
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Woljeongri Beach, Woljeongri Beach,,
Private Full day Tour Anseong Farm Land with Gwangmyeong Cave,Gwangmyeong Cave,Gwangmyeong Cave,37.4338843,126.8794429
Private Full day Tour Anseong Farm Land with Gwangmyeong Cave, NACF Anseong Farmland, NACF Anseong Farmland,,
Royal Palace Morning Small-Group Tour (No Shopping),Seoul Station (Subway),Seoul Station (Subway),37.481525,126.9513237
Royal Palace Morning Small-Group Tour (No Shopping), Cheonggyecheon Stream, Cheonggyecheon Stream,37.5683708,126.9930783
Royal Palace Morning Small-Group Tour (No Shopping), The Blue House, The Blue House,37.7611631,-122.4293094
Royal Palace Morning Small-Group Tour (No Shopping), Cheongwadae Sarangchae, Cheongwadae Sarangchae,37.58255895,126.97294013121572
